Dataflow,Geographic Area,Indicator,Sex,Time Period,Observation Value,Unit Multiplier,Unit of Measure,Observation Status,Observation Confidentaility,Lower Bound,Upper Bound,Weighted Sample Size,Observation Footnote,Series Footnote,Data Source,Citation of or link to the data source,Custodian,Time period activity related to when the data are collected,Reference Period,The period of time for which data are provided,Current Age
Cross-sector Indicators,Guatemala,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guatemala,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guatemala,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guatemala,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guyana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guyana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guyana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guyana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guyana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Guyana,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Honduras,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Honduras,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Honduras,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Honduras,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Honduras,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Honduras,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Croatia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Croatia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Croatia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Croatia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Croatia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Croatia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Haiti,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Haiti,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<500,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Haiti,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<200,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Haiti,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<200,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Haiti,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<200,Units,Number,Estimated value,Free,<200,<500,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Haiti,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<200,Units,Number,Estimated value,Free,<100,<200,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Hungary,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Hungary,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2014,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Hungary,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2015,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Hungary,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2016,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Hungary,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2017,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Hungary,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2018,<100,Units,Number,Estimated value,Free,<100,<100,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
Cross-sector Indicators,Indonesia,Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Total,2013,2100,Units,Number,Estimated value,Free,940,4300,,,Data from Global AIDS Monitoring and UNAIDS estimates are published by UNAIDS in collaboration with UNICEF and WHO. More data can be found at http://aidsinfo.unaids.org/.,UNAIDS 2019 estimates,http://aidsinfo.unaids.org/,,,,2000-2018,Total
