,Base Country,Base Country Lat,Base Country Lng,Relation Country,Relation Country Lat,Relation Country Lng,Men,Women,Children,Sex Trafficking,Forced Labor,Debt Bondage,Description
358,Honduras,15.199999,-86.241905,United States,37.09024,-95.712891,1,1,1,0,1,0," Honduran men, women, and children are subjected to forced labor in street vending, domestic service, and the informal sector in their own country, and forced labor in other countries, particularly Guatemala, Mexico, and the United States"
359,Honduras,15.199999,-86.241905,United States,37.09024,-95.712891,0,0,1,1,0,0, Honduras is a destination for child sex tourists from Canada and the United States
360,Honduras,15.199999,-86.241905,Canada,56.130366,-106.346771,0,0,1,1,0,0, Honduras is a destination for child sex tourists from Canada and the United States
361,Honduras,15.199999,-86.241905,Mexico,23.634501,-102.552784,1,1,1,0,1,0," Honduran men, women, and children are subjected to forced labor in street vending, domestic service, and the informal sector in their own country, and forced labor in other countries, particularly Guatemala, Mexico, and the United States"
362,Honduras,15.199999,-86.241905,Guatemala,15.783471,-90.23075899999999,1,1,1,0,1,0," Honduran men, women, and children are subjected to forced labor in street vending, domestic service, and the informal sector in their own country, and forced labor in other countries, particularly Guatemala, Mexico, and the United States"
363,Honduras,15.199999,-86.241905,United States,37.09024,-95.712891,0,1,1,1,0,0," Honduran women and children are exploited in sex trafficking within the country and in other countries in the region, particularly Mexico, Guatemala, El Salvador, Belize, and the United States"
364,Honduras,15.199999,-86.241905,Mexico,23.634501,-102.552784,0,1,1,1,0,0," Honduran women and children are exploited in sex trafficking within the country and in other countries in the region, particularly Mexico, Guatemala, El Salvador, Belize, and the United States"
365,Honduras,15.199999,-86.241905,Belize,17.189877,-88.49765,0,1,1,1,0,0," Honduran women and children are exploited in sex trafficking within the country and in other countries in the region, particularly Mexico, Guatemala, El Salvador, Belize, and the United States"
366,Honduras,15.199999,-86.241905,El Salvador,13.794185,-88.89653,0,1,1,1,0,0," Honduran women and children are exploited in sex trafficking within the country and in other countries in the region, particularly Mexico, Guatemala, El Salvador, Belize, and the United States"
367,Honduras,15.199999,-86.241905,Guatemala,15.783471,-90.23075899999999,0,1,1,1,0,0," Honduran women and children are exploited in sex trafficking within the country and in other countries in the region, particularly Mexico, Guatemala, El Salvador, Belize, and the United States"
368,Hong Kong,22.3193039,114.1693611,China,35.86166,104.195397,0,1,0,0,1,0," Separately, criminal syndicates or acquaintances sometimes lure women to Hong Kong from the Philippines, South America, and mainland China using false promises of lucrative employment and force them into prostitution to repay money owed for passage to Hong Kong"
369,Hong Kong,22.3193039,114.1693611,Pakistan,30.375321,69.34511599999999,1,1,0,0,1,0," Some women in Hong KongŠoften with the assistance of their familiesŠdeceive Indian and Pakistani men into arranged marriages that involve forced domestic servitude, bonded labor in construction and other physically demanding industries, travel and identity document retention, wage theft, and other forms of abuse via exploitative contracts"
370,Hong Kong,22.3193039,114.1693611,India,20.593684,78.96288,1,1,0,0,1,0," Some women in Hong KongŠoften with the assistance of their familiesŠdeceive Indian and Pakistani men into arranged marriages that involve forced domestic servitude, bonded labor in construction and other physically demanding industries, travel and identity document retention, wage theft, and other forms of abuse via exploitative contracts"
371,Hong Kong,22.3193039,114.1693611,Philippines,12.879721,121.774017,0,1,0,0,1,0," Separately, criminal syndicates or acquaintances sometimes lure women to Hong Kong from the Philippines, South America, and mainland China using false promises of lucrative employment and force them into prostitution to repay money owed for passage to Hong Kong"
372,Hungary,47.162494,19.5033041,France,46.227638,2.213749,0,1,1,1,0,0," Hungarian women and children are subjected to sex trafficking within the country and abroad, mostly within Europe, with particularly high numbers in Germany, the Netherlands, and France"
373,Hungary,47.162494,19.5033041,Austria,47.516231,14.550072,0,1,1,1,0,0," Hungarians, particularly Romani women and girls and those from state care institutions, are exploited in sex trafficking in large numbers in Austria by Hungarians of Roma and non-Roma origin"
374,Hungary,47.162494,19.5033041,United Kingdom,55.378051,-3.435973,1,1,0,0,1,0," Hungarian men and women are subjected to forced labor domestically and abroad, particularly in Germany, the United Kingdom, and the Netherlands"
375,Hungary,47.162494,19.5033041,Netherlands,52.132633,5.291265999999999,1,1,0,0,1,0," Hungarian men and women are subjected to forced labor domestically and abroad, particularly in Germany, the United Kingdom, and the Netherlands"
376,Hungary,47.162494,19.5033041,Germany,51.165691,10.451526,1,1,0,0,1,0," Hungarian men and women are subjected to forced labor domestically and abroad, particularly in Germany, the United Kingdom, and the Netherlands"
377,Hungary,47.162494,19.5033041,Netherlands,52.132633,5.291265999999999,0,1,1,1,0,0," Hungarian women and children are subjected to sex trafficking within the country and abroad, mostly within Europe, with particularly high numbers in Germany, the Netherlands, and France"
378,Hungary,47.162494,19.5033041,Germany,51.165691,10.451526,0,1,1,1,0,0," Hungarian women and children are subjected to sex trafficking within the country and abroad, mostly within Europe, with particularly high numbers in Germany, the Netherlands, and France"
379,India,20.593684,78.96288,Nepal,28.394857,84.12400799999999,0,1,1,1,0,0," Many women and girls, predominately from Nepal and Bangladesh, and from Europe, Central Asia, Africa, and Asia, including Rohingya and other minority populations from Burma, are subjected to sex trafficking in India"
380,India,20.593684,78.96288,Burma,21.916221,95.955974,0,1,1,1,0,0," Many women and girls, predominately from Nepal and Bangladesh, and from Europe, Central Asia, Africa, and Asia, including Rohingya and other minority populations from Burma, are subjected to sex trafficking in India"
381,India,20.593684,78.96288,Bangladesh,23.684994,90.356331,0,1,1,1,0,0," Many women and girls, predominately from Nepal and Bangladesh, and from Europe, Central Asia, Africa, and Asia, including Rohingya and other minority populations from Burma, are subjected to sex trafficking in India"
382,India,20.593684,78.96288,Nepal,28.394857,84.12400799999999,0,1,1,1,0,0," Some Nepali, Bangladeshi, and Afghan women and girls are subjected to both labor and sex trafficking in major Indian cities"
383,India,20.593684,78.96288,Nepal,28.394857,84.12400799999999,0,1,1,1,0,0," Prime destinations for both Indian and foreign female trafficking victims include Kolkata, Mumbai, Delhi, Gujarat, Hyderabad, and along the India-Nepal border; Nepali women and girls are increasingly subjected to sex trafficking in Assam, and other cities such as Nagpur and Pune"
384,India,20.593684,78.96288,Nepal,28.394857,84.12400799999999,0,0,1,0,1,0, Some boys from Bihar and Uttar Pradesh are subjected to forced labor in embroidery factories in Nepal
385,India,20.593684,78.96288,Nepal,28.394857,84.12400799999999,0,1,0,0,0,0," Following the 2015 Nepal earthquakes, Nepali women who transit through India are increasingly subjected to trafficking in the Middle East and Africa"
386,India,20.593684,78.96288,Bangladesh,23.684994,90.356331,0,1,1,1,0,0," Some Nepali, Bangladeshi, and Afghan women and girls are subjected to both labor and sex trafficking in major Indian cities"
387,India,20.593684,78.96288,Burma,21.916221,95.955974,0,0,1,0,0,0, Girls from northeast India were reportedly vulnerable to human trafficking as they transited Burma on fake Burmese passports to circumvent the Indian government's required emigration clearance to migrate for work to certain countries
388,Indonesia,-0.789275,113.921327,Singapore,1.352083,103.819836,0,0,1,1,0,0," Child sex tourism is prevalent in the Riau Islands bordering Singapore, and Bali is a destination for Indonesians traveling to engage in child sex tourism"
389,Indonesia,-0.789275,113.921327,Singapore,1.352083,103.819836,0,1,0,0,0,0," Domestic workers account for the biggest group of Indonesian women who work in Indonesia as well as Singapore, Malaysia, Hong Kong and the Middle East, but they are not considered formal workers and are unprotected under local labor laws"
390,Indonesia,-0.789275,113.921327,Malaysia,4.210484,101.975766,0,1,0,0,0,0," Domestic workers account for the biggest group of Indonesian women who work in Indonesia as well as Singapore, Malaysia, Hong Kong and the Middle East, but they are not considered formal workers and are unprotected under local labor laws"
391,Indonesia,-0.789275,113.921327,Hong Kong,22.3193039,114.1693611,0,1,0,0,0,0," Domestic workers account for the biggest group of Indonesian women who work in Indonesia as well as Singapore, Malaysia, Hong Kong and the Middle East, but they are not considered formal workers and are unprotected under local labor laws"
392,Indonesia,-0.789275,113.921327,Taiwan,23.69781,120.960515,0,1,1,1,0,0,"Indonesian women and girls are subjected to sex trafficking, primarily in Malaysia, Taiwan, and the Middle East"
393,Indonesia,-0.789275,113.921327,Malaysia,4.210484,101.975766,0,1,1,1,0,0,"Indonesian women and girls are subjected to sex trafficking, primarily in Malaysia, Taiwan, and the Middle East"
394,Iran,32.427908,53.688046,Iraq,33.223191,43.679291,0,0,1,0,0,0," Since 2015, the Iranian government has provided funding to the militia Asa'ib Ahl al-Haq (AAH) Šalso known as the League of the RighteousŠoperating in Iraq; according to civil society organizations and local contacts in Iraq in 2017, certain brigades within the AAH recruited children mostly out of schools for use in combat"
395,Iran,32.427908,53.688046,Turkey,38.963745,35.243322,0,1,1,0,0,0," Iranian women, boys, and girls are vulnerable to trafficking in Iran, Afghanistan, the Iraqi Kurdistan Region (IKR), Pakistan, Turkey, the United Arab Emirates (UAE), and Europe"
396,Iran,32.427908,53.688046,Turkey,38.963745,35.243322,0,1,0,1,0,0," Reports suggest that Iranian women are also vulnerable to sex trafficking in Turkey, particularly in Turkish cities close to the Iranian border"
397,Iran,32.427908,53.688046,Azerbaijan,40.143105,47.576927,0,0,1,1,0,0," According to a regional scholar, trafficking rings reportedly use Shiraz, Iran, as a transit point to bring ethnic Azeri girls from Azerbaijan to the UAE for commercial sexual exploitation"
398,Iran,32.427908,53.688046,Pakistan,30.375321,69.34511599999999,0,1,1,1,1,1," Afghan migrants, including women and children, are highly vulnerable to forced labor, debt bondage, and sex trafficking, while Pakistani migrants are also vulnerable to forced labor in Iran"
399,Iran,32.427908,53.688046,Pakistan,30.375321,69.34511599999999,1,1,0,1,1,1," Pakistani men and women migrants in low-skilled employment, such as domestic work and construction, are targeted by organized groups and subjected to forced labor, debt bondage, restriction of movement, non-payment of wages, and physical or sexual abuse"
400,Iran,32.427908,53.688046,Afghanistan,33.93911,67.709953,1,1,1,0,0,0,"An international organization and the media continue to report the Iranian government coerced male adult and child Afghans resident in Iran, including boys as young as 13 years old, to fight in Iranian-sponsored Shia militias deployed to Syria by threatening them with arrest and deportation to Afghanistan"
